"Age","ECC","ECC_413k_notched_out","OMEGA","OBL","Prec","EXI","ETP"
2187,"0.03443",,"333.96",24160,-15,"477.27",
2188,"0.03552",,"318.45",24201,-24,"482.69",
2189,"0.03658",,"302.86",24221,-31,"485.71",
2190,"0.03762",,"287.19",24220,-36,"485.92",
2191,"0.03864",,"271.45",24201,-39,"483.15",
2192,"0.03964",,"255.62",24163,-38,"477.47",
2193,"0.04060",,"239.72",24108,-35,"469.21",
2194,"0.04153",,"223.75",24039,-29,"458.96",
2195,"0.04243",,"207.69",23957,-20,"447.50",
2196,"0.04329",,"191.55",23865,-9,"435.71",
2197,"0.04412",,"175.34",23764,4,"424.52",
2198,"0.04491",,"159.06",23659,16,"414.82",
2199,"0.04566",,"142.70",23550,28,"407.37",
2200,"0.04637",,"126.27",23440,37,"402.75",
2201,"0.04704",,"109.78",23331,44,"401.36",
2202,"0.04767",,"93.22",23227,48,"403.32",
2203,"0.04826",,"76.61",23127,47,"408.50",
2204,"0.04880",,"59.95",23035,42,"416.53",
2205,"0.04931",,"43.25",22952,34,"426.75",
2206,"0.04977",,"26.50",22878,22,"438.31",
2207,"0.05019",,"9.72",22815,8,"450.15",
2208,"0.05057",,"352.92",22764,-6,"461.14",
2209,"0.05090",,"336.10",22725,-21,"470.21",
2210,"0.05120",,"319.27",22698,-33,"476.39",
2211,"0.05145",,"302.44",22685,-43,"479.03",
2212,"0.05167",,"285.60",22684,-50,"477.80",
2213,"0.05184",,"268.78",22696,-52,"472.79",
2214,"0.05198",,"251.97",22720,-49,"464.51",
2215,"0.05208",,"235.18",22755,-43,"453.75",
2216,"0.05214",,"218.41",22802,-32,"441.56",
2217,"0.05217",,"201.68",22859,-19,"429.08",
2218,"0.05216",,"184.98",22926,-5,"417.44",
2219,"0.05212",,"168.32",23001,11,"407.66",
2220,"0.05205",,"151.70",23083,25,"400.53",
2221,"0.05194",,"135.14",23171,37,"396.65",
2222,"0.05180",,"118.62",23264,45,"396.33",
2223,"0.05164",,"102.15",23358,50,"399.63",
2224,"0.05145",,"85.74",23453,51,"406.34",
2225,"0.05122",,"69.39",23547,48,"416.01",
2226,"0.05098",,"53.08",23638,41,"427.95",
2227,"0.05071",,"36.83",23723,30,"441.30",
2228,"0.05041",,"20.63",23801,18,"455.04",
2229,"0.05009",,"4.48",23870,4,"468.10",
2230,"0.04975",,"348.37",23927,-10,"479.43",
2231,"0.04938",,"332.30",23971,-23,"488.13",
2232,"0.04900",,"316.26",24001,-34,"493.50",
2233,"0.04859",,"300.25",24015,-42,"495.13",
2234,"0.04816",,"284.25",24013,-47,"492.94",
2235,"0.04772",,"268.27",23993,-48,"487.20",
2236,"0.04725",,"252.29",23955,-45,"478.44",
2237,"0.04677",,"236.31",23900,-39,"467.44",
2238,"0.04627",,"220.32",23829,-30,"455.12",
2239,"0.04575",,"204.31",23742,-19,"442.45",
2240,"0.04522",,"188.28",23641,-7,"430.35",
2241,"0.04467",,"172.20",23528,6,"419.67",
2242,"0.04410",,"156.09",23406,18,"411.06",
2243,"0.04351",,"139.94",23278,28,"405.02",
2244,"0.04291",,"123.74",23148,36,"401.82",
2245,"0.04229",,"107.48",23019,40,"401.54",
2246,"0.04166",,"91.19",22895,42,"404.04",
2247,"0.04101",,"74.84",22781,40,"409.00",
2248,"0.04034",,"58.46",22679,34,"415.91",
2249,"0.03966",,"42.05",22594,27,"424.13",
2250,"0.03896",,"25.62",22529,17,"432.93",
2251,"0.03825",,"9.18",22486,6,"441.54",
2252,"0.03753",,"352.76",22468,-5,"449.23",
2253,"0.03679",,"336.36",22476,-15,"455.38",
2254,"0.03603",,"320.00",22511,-23,"459.55",
2255,"0.03527",,"303.71",22571,-29,"461.51",
2256,"0.03449",,"287.50",22655,-33,"461.25",
2257,"0.03370",,"271.38",22762,-34,"459.00",
2258,"0.03290",,"255.38",22888,-32,"455.16",
2259,"0.03210",,"239.51",23029,-28,"450.23",
2260,"0.03128",,"223.77",23181,-22,"444.79",
2261,"0.03047",,"208.20",23340,-14,"439.40",
2262,"0.02965",,"192.78",23500,-7,"434.54",
2263,"0.02883",,"177.54",23658,1,"430.63",
2264,"0.02802",,"162.47",23809,8,"427.94",
2265,"0.02722",,"147.57",23948,15,"426.61",
2266,"0.02642",,"132.86",24071,19,"426.67",
2267,"0.02564",,"118.34",24175,23,"428.04",
2268,"0.02488",,"103.99",24257,24,"430.53",
2269,"0.02415",,"89.83",24314,24,"433.91",
2270,"0.02345",,"75.85",24346,23,"437.89",
2271,"0.02278",,"62.04",24351,20,"442.16",
2272,"0.02216",,"48.40",24329,17,"446.41",
2273,"0.02159",,"34.92",24280,12,"450.39",
2274,"0.02107",,"21.58",24206,8,"453.85",
2275,"0.02062",,"8.37",24107,3,"456.63",
2276,"0.02024",,"355.26",23988,-2,"458.59",
2277,"0.01994",,"342.22",23850,-6,"459.66",
2278,"0.01972",,"329.21",23697,-10,"459.82",
2279,"0.01958",,"316.19",23533,-14,"459.06",
2280,"0.01954",,"303.13",23364,-16,"457.40",
2281,"0.01958",,"289.97",23192,-18,"454.91",
2282,"0.01971",,"276.69",23024,-20,"451.62",
2283,"0.01992",,"263.23",22863,-20,"447.61",
2284,"0.02022",,"249.58",22714,-19,"442.97",
2285,"0.02060",,"235.71",22583,-17,"437.83",
2286,"0.02104",,"221.61",22471,-14,"432.34",
2287,"0.02155",,"207.28",22382,-10,"426.72",
2288,"0.02211",,"192.72",22319,-5,"421.23",
2289,"0.02272",,"177.94",22283,1,"416.16",
2290,"0.02338",,"162.96",22275,7,"411.85",
2291,"0.02407",,"147.80",22294,13,"408.61",
2292,"0.02478",,"132.48",22339,18,"406.75",
2293,"0.02552",,"117.02",22408,23,"406.55",
2294,"0.02627",,"101.44",22500,26,"408.17",
2295,"0.02702",,"85.77",22610,27,"411.69",
2296,"0.02779",,"70.02",22736,26,"417.04",
2297,"0.02855",,"54.20",22873,23,"424.05",
2298,"0.02930",,"38.34",23019,18,"432.36",
2299,"0.03005",,"22.43",23169,11,"441.49",
2300,"0.03078",,"6.50",23319,3,"450.86",
2301,"0.03150",,"350.54",23466,-5,"459.81",
2302,"0.03219",,"334.55",23608,-14,"467.65",
2303,"0.03286",,"318.55",23741,-22,"473.77",
2304,"0.03351",,"302.53",23862,-28,"477.63",
2305,"0.03413",,"286.49",23970,-33,"478.91",
2306,"0.03472",,"270.44",24064,-35,"477.48",
2307,"0.03528",,"254.35",24141,-34,"473.46",
2308,"0.03580",,"238.25",24201,-30,"467.20",
2309,"0.03629",,"222.12",24244,-24,"459.27",
2310,"0.03674",,"205.95",24269,-16,"450.37",
2311,"0.03716",,"189.76",24276,-6,"441.27",
2312,"0.03754",,"173.52",24266,4,"432.75",
2313,"0.03788",,"157.25",24240,15,"425.54",
2314,"0.03818",,"140.94",24197,24,"420.22",
2315,"0.03844",,"124.58",24139,32,"417.22",
2316,"0.03865",,"108.17",24067,37,"416.78",
2317,"0.03883",,"91.72",23982,39,"418.91",
2318,"0.03897",,"75.21",23886,38,"423.43",
2319,"0.03907",,"58.64",23780,33,"429.91",
2320,"0.03913",,"42.03",23665,26,"437.77",
2321,"0.03914",,"25.35",23544,17,"446.24",
2322,"0.03912",,"8.61",23418,6,"454.48",
2323,"0.03906",,"351.82",23289,-6,"461.63",
2324,"0.03896",,"334.96",23160,-16,"466.89",
2325,"0.03883",,"318.05",23032,-26,"469.64",
2326,"0.03866",,"301.08",22908,-33,"469.48",
2327,"0.03845",,"284.05",22791,-37,"466.33",
2328,"0.03821",,"266.97",22682,-38,"460.40",
2329,"0.03793",,"249.85",22584,-36,"452.20",
2330,"0.03763",,"232.68",22500,-30,"442.47",
2331,"0.03729",,"215.48",22431,-22,"432.07",
2332,"0.03692",,"198.25",22380,-12,"421.92",
2333,"0.03653",,"181.00",22347,-1,"412.88",
2334,"0.03610",,"163.75",22336,10,"405.71",
2335,"0.03566",,"146.49",22346,20,"400.95",
2336,"0.03519",,"129.26",22378,27,"398.98",
2337,"0.03470",,"112.04",22431,32,"399.89",
2338,"0.03418",,"94.86",22506,34,"403.59",
2339,"0.03365",,"77.73",22601,33,"409.76",
2340,"0.03310",,"60.66",22715,29,"417.89",
2341,"0.03253",,"43.66",22844,22,"427.35",
2342,"0.03195",,"26.72",22986,14,"437.37",
2343,"0.03136",,"9.87",23139,5,"447.20",
2344,"0.03075",,"353.10",23298,-4,"456.10",
2345,"0.03013",,"336.42",23459,-12,"463.45",
2346,"0.02951",,"319.82",23620,-19,"468.79",
2347,"0.02887",,"303.30",23775,-24,"471.87",
2348,"0.02823",,"286.87",23922,-27,"472.63",
2349,"0.02758",,"270.50",24056,-28,"471.23",
2350,"0.02693",,"254.21",24174,-26,"468.00",
2351,"0.02628",,"237.97",24274,-22,"463.40",
2352,"0.02562",,"221.79",24352,-17,"457.94",
2353,"0.02496",,"205.64",24407,-11,"452.15",
2354,"0.02430",,"189.52",24437,-4,"446.54",
2355,"0.02363",,"173.41",24440,3,"441.54",
2356,"0.02297",,"157.31",24417,9,"437.49",
2357,"0.02231",,"141.20",24368,14,"434.59",
2358,"0.02165",,"125.06",24293,18,"432.94",
2359,"0.02099",,"108.89",24195,20,"432.53",
2360,"0.02034",,"92.67",24074,20,"433.22",
2361,"0.01968",,"76.40",23934,19,"434.80",
2362,"0.01903",,"60.05",23777,16,"436.96",
2363,"0.01838",,"43.62",23609,13,"439.38",
2364,"0.01773",,"27.11",23433,8,"441.70",
2365,"0.01709",,"10.50",23254,3,"443.60",
2366,"0.01644",,"353.79",23077,-2,"444.81",
2367,"0.01580",,"336.98",22908,-6,"445.13",
2368,"0.01516",,"320.07",22750,-10,"444.46",
2369,"0.01453",,"303.07",22608,-12,"442.82",
2370,"0.01389",,"285.99",22488,-13,"440.34",
2371,"0.01326",,"268.83",22393,-13,"437.24",
2372,"0.01263",,"251.60",22325,-12,"433.79",
2373,"0.01200",,"234.32",22286,-10,"430.33",
2374,"0.01137",,"217.01",22279,-7,"427.18",
2375,"0.01074",,"199.67",22301,-4,"424.63",
2376,"0.01011",,"182.33",22353,0,"422.92",
2377,"0.00949",,"164.99",22432,2,"422.19",
2378,"0.00886",,"147.66",22536,5,"422.50",
2379,"0.00824",,"130.36",22661,6,"423.83",
2380,"0.00762",,"113.09",22802,7,"426.06",
2381,"0.00701",,"95.84",22955,7,"428.99",
2382,"0.00639",,"78.61",23115,6,"432.40",
2383,"0.00578",,"61.40",23278,5,"436.02",
2384,"0.00517",,"44.18",23438,4,"439.60",
2385,"0.00456",,"26.94",23591,2,"442.90",
2386,"0.00396",,"9.63",23733,1,"445.75",
2387,"0.00336",,"352.19",23861,0,"448.02",
2388,"0.00277",,"334.50",23970,-1,"449.65",
2389,"0.00219",,"316.36",24060,-2,"450.66",
2390,"0.00161",,"297.26",24128,-1,"451.10",
2391,"0.00105",,"275.68",24173,-1,"451.10",
2392,"0.00052",,"243.93",24194,0,"450.78",
2393,"0.00027",,"142.57",24192,0,"450.27",
2394,"0.00070",,"79.38",24167,1,"449.69",
2395,"0.00121",,"53.46",24121,1,"449.12",
2396,"0.00173",,"32.94",24054,1,"448.61",
2397,"0.00224",,"14.00",23970,1,"448.15",
2398,"0.00274",,"355.70",23871,0,"447.68",
2399,"0.00322",,"337.68",23759,-1,"447.13",
2400,"0.00369",,"319.79",23639,-2,"446.39",
2401,"0.00415",,"301.95",23513,-4,"445.34",
2402,"0.00458",,"284.09",23385,-4,"443.91",
2403,"0.00500",,"266.21",23258,-5,"442.04",
2404,"0.00541",,"248.27",23135,-5,"439.75",
2405,"0.00579",,"230.27",23020,-4,"437.10",
2406,"0.00616",,"212.21",22916,-3,"434.22",
2407,"0.00650",,"194.08",22824,-2,"431.31",
2408,"0.00682",,"175.88",22748,0,"428.58",
2409,"0.00712",,"157.62",22688,3,"426.27",
2410,"0.00740",,"139.31",22646,5,"424.60",
2411,"0.00766",,"120.94",22622,7,"423.73",
2412,"0.00790",,"102.52",22617,8,"423.77",
2413,"0.00811",,"84.06",22629,8,"424.76",
2414,"0.00830",,"65.56",22659,8,"426.62",
2415,"0.00847",,"47.03",22704,6,"429.21",
2416,"0.00862",,"28.46",22764,4,"432.31",
2417,"0.00874",,"9.86",22836,2,"435.65",
2418,"0.00884",,"351.24",22919,-1,"438.92",
2419,"0.00892",,"332.58",23010,-4,"441.83",
2420,"0.00898",,"313.88",23108,-6,"444.16",
2421,"0.00902",,"295.15",23209,-8,"445.73",
2422,"0.00905",,"276.37",23313,-9,"446.46",
2423,"0.00905",,"257.54",23416,-9,"446.38",
2424,"0.00904",,"238.65",23517,-8,"445.62",
2425,"0.00902",,"219.69",23614,-6,"444.38",
2426,"0.00898",,"200.65",23705,-3,"442.92",
2427,"0.00893",,"181.53",23788,0,"441.51",
2428,"0.00887",,"162.30",23862,3,"440.42",
2429,"0.00881",,"142.97",23927,5,"439.87",
2430,"0.00874",,"123.52",23979,7,"440.00",
2431,"0.00868",,"103.94",24019,8,"440.86",
2432,"0.00862",,"84.23",24046,9,"442.40",
2433,"0.00856",,"64.39",24059,8,"444.49",
2434,"0.00851",,"44.41",24057,6,"446.89",
2435,"0.00847",,"24.29",24040,3,"449.33",
2436,"0.00845",,"4.04",24008,1,"451.48",
2437,"0.00845",,"343.68",23962,-2,"453.03",
2438,"0.00846",,"323.21",23900,-5,"453.72",
2439,"0.00851",,"302.66",23825,-7,"453.38",
2440,"0.00858",,"282.04",23737,-8,"451.91",
2441,"0.00867",,"261.39",23637,-9,"449.36",
2442,"0.00880",,"240.72",23527,-8,"445.89",
2443,"0.00895",,"220.05",23408,-6,"441.76",
2444,"0.00913",,"199.42",23284,-3,"437.31",
2445,"0.00934",,"178.84",23156,0,"432.92",
2446,"0.00958",,"158.33",23027,4,"428.97",
2447,"0.00984",,"137.90",22900,7,"425.78",
2448,"0.01013",,"117.57",22779,9,"423.63",
2449,"0.01044",,"97.34",22667,10,"422.65",
2450,"0.01076",,"77.22",22567,10,"422.88",
2451,"0.01110",,"57.22",22482,9,"424.22",
2452,"0.01146",,"37.34",22415,7,"426.47",
2453,"0.01183",,"17.59",22368,4,"429.32",
2454,"0.01221",,"357.97",22345,0,"432.40",
2455,"0.01260",,"338.49",22345,-5,"435.33",
2456,"0.01299",,"319.16",22371,-8,"437.75",
2457,"0.01338",,"299.98",22422,-12,"439.38",
2458,"0.01378",,"280.95",22497,-14,"440.07",
2459,"0.01418",,"262.09",22596,-14,"439.76",
2460,"0.01457",,"243.41",22716,-13,"438.58",
2461,"0.01496",,"224.89",22855,-11,"436.74",
2462,"0.01535",,"206.55",23008,-7,"434.57",
2463,"0.01573",,"188.39",23173,-2,"432.45",
2464,"0.01610",,"170.41",23345,3,"430.74",
2465,"0.01647",,"152.61",23520,8,"429.81",
2466,"0.01683",,"134.97",23692,12,"429.90",
2467,"0.01718",,"117.50",23859,15,"431.21",
2468,"0.01752",,"100.19",24015,17,"433.78",
2469,"0.01785",,"83.02",24156,18,"437.55",
2470,"0.01818",,"65.99",24280,17,"442.33",
2471,"0.01849",,"49.08",24382,14,"447.83",
2472,"0.01879",,"32.28",24460,10,"453.65",
2473,"0.01908",,"15.58",24513,5,"459.36",
2474,"0.01936",,"358.96",24538,0,"464.51",
2475,"0.01963",,"342.41",24535,-6,"468.63",
2476,"0.01989",,"325.92",24503,-11,"471.35",
2477,"0.02014",,"309.46",24443,-16,"472.37",
2478,"0.02038",,"293.04",24356,-19,"471.53",
2479,"0.02061",,"276.63",24244,-20,"468.81",
2480,"0.02084",,"260.22",24110,-21,"464.32",
2481,"0.02105",,"243.80",23955,-19,"458.33",
2482,"0.02126",,"227.35",23784,-16,"451.23",
2483,"0.02146",,"210.86",23600,-11,"443.48",
2484,"0.02166",,"194.34",23409,-5,"435.60",
2485,"0.02185",,"177.76",23216,1,"428.09",
2486,"0.02203",,"161.13",23025,7,"421.46",
2487,"0.02221",,"144.45",22841,13,"416.11",
2488,"0.02239",,"127.71",22670,18,"412.36",
2489,"0.02256",,"110.92",22517,21,"410.43",
2490,"0.02273",,"94.09",22385,23,"410.37",
2491,"0.02289",,"77.23",22279,22,"412.13",
2492,"0.02305",,"60.34",22200,20,"415.50",
2493,"0.02321",,"43.45",22152,16,"420.18",
2494,"0.02336",,"26.56",22135,10,"425.73",
2495,"0.02351",,"9.70",22150,4,"431.69",
2496,"0.02365",,"352.87",22195,-3,"437.53",
2497,"0.02379",,"336.09",22268,-10,"442.78",
2498,"0.02393",,"319.38",22367,-16,"447.01",
2499,"0.02406",,"302.73",22488,-20,"449.91",
2500,"0.02419",,"286.17",22628,-23,"451.29",
2501,"0.02431",,"269.69",22782,-24,"451.14",
2502,"0.02442",,"253.30",22946,-23,"449.58",
2503,"0.02453",,"237.00",23115,-21,"446.85",
2504,"0.02462",,"220.79",23284,-16,"443.30",
2505,"0.02471",,"204.67",23450,-10,"439.36",
2506,"0.02479",,"188.63",23608,-4,"435.46",
2507,"0.02486",,"172.66",23756,3,"432.02",
2508,"0.02492",,"156.76",23889,10,"429.41",
2509,"0.02497",,"140.91",24006,16,"427.93",
2510,"0.02500",,"125.12",24104,20,"427.77",
2511,"0.02503",,"109.38",24183,24,"429.02",
2512,"0.02503",,"93.67",24240,25,"431.64",
2513,"0.02503",,"77.99",24276,24,"435.50",
2514,"0.02501",,"62.33",24291,22,"440.33",
2515,"0.02497",,"46.69",24285,18,"445.81",
2516,"0.02492",,"31.05",24259,13,"451.51",
2517,"0.02485",,"15.42",24214,7,"457.00",
2518,"0.02477",,"359.79",24152,0,"461.82",
2519,"0.02467",,"344.16",24074,-7,"465.55",
2520,"0.02456",,"328.52",23983,-13,"467.86",
2521,"0.02444",,"312.88",23881,-18,"468.51",
2522,"0.02430",,"297.23",23770,-22,"467.40",
2523,"0.02414",,"281.57",23652,-24,"464.55",
2524,"0.02397",,"265.90",23531,-24,"460.14",
2525,"0.02380",,"250.24",23408,-22,"454.46",
2526,"0.02361",,"234.58",23287,-19,"447.90",
2527,"0.02342",,"218.92",23169,-15,"440.89",
2528,"0.02321",,"203.28",23057,-9,"433.89",
2529,"0.02301",,"187.66",22953,-3,"427.34",
2530,"0.02280",,"172.07",22858,3,"421.63",
2531,"0.02260",,"156.51",22776,9,"417.07",
2532,"0.02239",,"141.01",22707,14,"413.89",
2533,"0.02220",,"125.55",22652,18,"412.21",
2534,"0.02201",,"110.15",22612,21,"412.07",
2535,"0.02184",,"94.83",22589,22,"413.39",
2536,"0.02168",,"79.58",22581,21,"416.05",
2537,"0.02154",,"64.41",22590,19,"419.83",
2538,"0.02142",,"49.32",22615,16,"424.47",
2539,"0.02133",,"34.32",22655,12,"429.67",
2540,"0.02127",,"19.40",22710,7,"435.13",
2541,"0.02124",,"4.57",22777,2,"440.54",
2542,"0.02124",,"349.82",22857,-4,"445.60",
2543,"0.02129",,"335.13",22947,-9,"450.05",
2544,"0.02137",,"320.52",23045,-14,"453.66",
2545,"0.02149",,"305.95",23149,-17,"456.28",
2546,"0.02165",,"291.43",23257,-20,"457.77",
2547,"0.02185",,"276.94",23367,-22,"458.08",
2548,"0.02210",,"262.47",23477,-22,"457.23",
2549,"0.02238",,"248.00",23582,-21,"455.29",
2550,"0.02271",,"233.52",23683,-18,"452.41",
2551,"0.02307",,"219.03",23775,-15,"448.76",
2552,"0.02346",,"204.50",23858,-10,"444.62",
2553,"0.02389",,"189.93",23929,-4,"440.25",
2554,"0.02435",,"175.31",23985,2,"435.98",
2555,"0.02483",,"160.63",24026,8,"432.12",
2556,"0.02534",,"145.88",24051,14,"428.97",
2557,"0.02587",,"131.05",24058,20,"426.81",
2558,"0.02641",,"116.13",24047,24,"425.86",
2559,"0.02697",,"101.13",24018,26,"426.25",
2560,"0.02754",,"86.03",23971,27,"428.04",
2561,"0.02811",,"70.82",23906,27,"431.17",
2562,"0.02869",,"55.52",23825,24,"435.48",
2563,"0.02927",,"40.10",23730,19,"440.68",
2564,"0.02984",,"24.57",23623,12,"446.38",
2565,"0.03041",,"8.93",23505,5,"452.11",
2566,"0.03098",,"353.17",23381,-4,"457.33",
2567,"0.03153",,"337.30",23253,-12,"461.49",
2568,"0.03207",,"321.31",23125,-20,"464.10",
2569,"0.03259",,"305.22",23000,-27,"464.75",
2570,"0.03310",,"289.02",22882,-31,"463.21",
2571,"0.03359",,"272.72",22775,-34,"459.42",
2572,"0.03406",,"256.34",22683,-33,"453.57",
2573,"0.03450",,"239.88",22608,-30,"446.03",
2574,"0.03492",,"223.37",22553,-24,"437.39",
2575,"0.03532",,"206.80",22520,-16,"428.32",
2576,"0.03569",,"190.20",22511,-6,"419.59",
2577,"0.03604",,"173.59",22526,4,"411.94",
2578,"0.03635",,"156.97",22566,14,"406.01",
2579,"0.03664",,"140.38",22629,23,"402.35",
2580,"0.03690",,"123.81",22713,31,"401.31",
2581,"0.03713",,"107.29",22817,35,"403.06",
2582,"0.03733",,"90.83",22937,37,"407.54",
2583,"0.03751",,"74.44",23070,36,"414.53",
2584,"0.03765",,"58.12",23212,32,"423.57",
2585,"0.03777",,"41.89",23358,25,"434.08",
2586,"0.03786",,"25.74",23505,16,"445.32",
2587,"0.03793",,"9.67",23648,6,"456.48",
2588,"0.03797",,"353.68",23783,-4,"466.75",
2589,"0.03798",,"337.78",23907,-14,"475.36",
2590,"0.03797",,"321.95",24015,-23,"481.70",
2591,"0.03794",,"306.18",24106,-31,"485.31",
2592,"0.03789",,"290.48",24177,-35,"485.97",
2593,"0.03782",,"274.83",24226,-38,"483.71",
2594,"0.03773",,"259.23",24251,-37,"478.78",
2595,"0.03762",,"243.66",24253,-34,"471.63",
2596,"0.03750",,"228.11",24230,-28,"462.86",
2597,"0.03737",,"212.58",24183,-20,"453.16",
2598,"0.03723",,"197.06",24114,-11,"443.24",
2599,"0.03708",,"181.53",24024,-1,"433.78",
2600,"0.03692",,"165.99",23915,9,"425.41",
2601,"0.03675",,"150.43",23791,18,"418.62",
2602,"0.03658",,"134.84",23653,26,"413.77",
2603,"0.03641",,"119.22",23506,32,"411.09",
2604,"0.03624",,"103.55",23354,35,"410.65",
2605,"0.03607",,"87.85",23200,36,"412.38",
2606,"0.03591",,"72.09",23049,34,"416.04",
2607,"0.03575",,"56.29",22904,30,"421.28",
2608,"0.03560",,"40.45",22770,23,"427.65",
2609,"0.03545",,"24.57",22651,15,"434.60",
2610,"0.03531",,"8.65",22549,5,"441.52",
2611,"0.03518",,"352.71",22467,-4,"447.84",
2612,"0.03506",,"336.75",22408,-14,"453.00",
2613,"0.03495",,"320.78",22372,-22,"456.56",
2614,"0.03485",,"304.82",22361,-29,"458.22",
2615,"0.03476",,"288.86",22375,-33,"457.84",
2616,"0.03469",,"272.93",22412,-35,"455.49",
2617,"0.03462",,"257.03",22472,-34,"451.39",
2618,"0.03456",,"241.17",22552,-30,"445.91",
2619,"0.03451",,"225.35",22650,-25,"439.55",
2620,"0.03447",,"209.59",22764,-17,"432.86",
2621,"0.03444",,"193.88",22889,-8,"426.41",
2622,"0.03442",,"178.22",23024,1,"420.73",
2623,"0.03440",,"162.63",23164,10,"416.30",
2624,"0.03438",,"147.09",23306,19,"413.50",
2625,"0.03437",,"131.61",23446,26,"412.59",
2626,"0.03436",,"116.18",23583,31,"413.71",
2627,"0.03436",,"100.80",23712,34,"416.86",
2628,"0.03435",,"85.47",23832,34,"421.92",
2629,"0.03434",,"70.17",23941,32,"428.62",
2630,"0.03433",,"54.90",24035,28,"436.60",
2631,"0.03432",,"39.65",24114,22,"445.36",
2632,"0.03430",,"24.43",24177,14,"454.36",
2633,"0.03428",,"9.22",24222,6,"463.01",
2634,"0.03426",,"354.02",24250,-4,"470.69",
2635,"0.03422",,"338.83",24259,-12,"476.87",
2636,"0.03418",,"323.63",24251,-20,"481.09",
2637,"0.03414",,"308.42",24224,-27,"483.00",
2638,"0.03408",,"293.20",24180,-31,"482.45",
2639,"0.03402",,"277.96",24120,-34,"479.46",
2640,"0.03396",,"262.69",24044,-34,"474.21",
2641,"0.03389",,"247.41",23955,-31,"467.07",
2642,"0.03381",,"232.09",23853,-27,"458.53",
2643,"0.03372",,"216.73",23741,-20,"449.15",
2644,"0.03363",,"201.34",23620,-12,"439.56",
2645,"0.03354",,"185.92",23492,-3,"430.36",
2646,"0.03344",,"170.45",23361,6,"422.11",
2647,"0.03335",,"154.93",23228,14,"415.29",
2648,"0.03325",,"139.38",23096,22,"410.26",
2649,"0.03315",,"123.79",22968,28,"407.27",
2650,"0.03305",,"108.15",22847,31,"406.43",
2651,"0.03296",,"92.48",22735,33,"407.69",
2652,"0.03287",,"76.78",22634,32,"410.91",
2653,"0.03279",,"61.04",22548,29,"415.80",
2654,"0.03272",,"45.29",22478,23,"421.96",
2655,"0.03265",,"29.52",22426,16,"428.90",
2656,"0.03259",,"13.74",22394,8,"436.10",
2657,"0.03255",,"357.96",22382,-1,"443.01",
2658,"0.03252",,"342.18",22391,-10,"449.10",
2659,"0.03250",,"326.42",22421,-18,"453.91",
2660,"0.03249",,"310.68",22472,-25,"457.09",
2661,"0.03250",,"294.96",22543,-29,"458.44",
2662,"0.03252",,"279.28",22632,-32,"457.91",
2663,"0.03256",,"263.64",22737,-32,"455.60",
2664,"0.03261",,"248.05",22855,-30,"451.76",
2665,"0.03268",,"232.49",22985,-26,"446.77",
2666,"0.03276",,"216.99",23123,-20,"441.08",
2667,"0.03285",,"201.53",23266,-12,"435.18",
2668,"0.03296",,"186.11",23410,-4,"429.59",
2669,"0.03307",,"170.73",23552,5,"424.78",
2670,"0.03320",,"155.39",23689,14,"421.16",
2671,"0.03334",,"140.08",23818,21,"419.07",
2672,"0.03348",,"124.78",23935,28,"418.73",
2673,"0.03362",,"109.51",24038,32,"420.26",
2674,"0.03378",,"94.24",24125,34,"423.65",
2675,"0.03393",,"78.96",24194,33,"428.74",
2676,"0.03408",,"63.68",24243,31,"435.28",
2677,"0.03423",,"48.37",24272,26,"442.88",
2678,"0.03437",,"33.04",24279,19,"451.04",
2679,"0.03451",,"17.66",24264,10,"459.20",
2680,"0.03463",,"2.24",24228,1,"466.74",
2681,"0.03475",,"346.77",24171,-8,"473.04",
2682,"0.03485",,"331.23",24095,-17,"477.55",
2683,"0.03494",,"315.63",24001,-24,"479.83",
2684,"0.03502",,"299.94",23892,-30,"479.58",
2685,"0.03507",,"284.18",23770,-34,"476.70",
2686,"0.03511",,"268.33",23639,-35,"471.33",
2687,"0.03512",,"252.40",23500,-33,"463.79",
2688,"0.03511",,"236.37",23358,-29,"454.61",
2689,"0.03508",,"220.26",23217,-23,"444.43",
2690,"0.03502",,"204.06",23079,-14,"433.99",
2691,"0.03494",,"187.79",22950,-5,"424.05",
2692,"0.03483",,"171.44",22831,5,"415.32",
2693,"0.03470",,"155.02",22727,15,"408.38",
2694,"0.03453",,"138.55",22639,23,"403.70",
2695,"0.03434",,"122.04",22571,29,"401.56",
2696,"0.03412",,"105.49",22524,33,"402.06",
2697,"0.03388",,"88.94",22499,34,"405.10",
2698,"0.03360",,"72.38",22497,32,"410.38",
2699,"0.03330",,"55.84",22517,28,"417.47",
2700,"0.03297",,"39.33",22558,21,"425.77",
2701,"0.03262",,"22.86",22618,13,"434.62",
2702,"0.03224",,"6.45",22697,4,"443.30",
2703,"0.03184",,"350.10",22790,-5,"451.14",
2704,"0.03142",,"333.84",22896,-14,"457.57",
2705,"0.03097",,"317.66",23011,-21,"462.15",
2706,"0.03050",,"301.57",23131,-26,"464.65",
2707,"0.03002",,"285.59",23254,-29,"465.02",
2708,"0.02952",,"269.70",23376,-30,"463.41",
2709,"0.02901",,"253.92",23493,-28,"460.12",
2710,"0.02849",,"238.24",23604,-24,"455.59",
2711,"0.02795",,"222.67",23705,-19,"450.30",
2712,"0.02741",,"207.20",23793,-13,"444.77",
