"Age","ECC","ECC_413k_notched_out","OMEGA","OBL","Prec","EXI","ETP"
2713,"0.02687",,"191.83",23868,-6,"439.45",
2714,"0.02633",,"176.55",23927,2,"434.76",
2715,"0.02578",,"161.37",23970,8,"431.01",
2716,"0.02524",,"146.28",23995,14,"428.42",
2717,"0.02472",,"131.27",24003,19,"427.09",
2718,"0.02420",,"116.34",23993,22,"427.03",
2719,"0.02369",,"101.49",23967,23,"428.15",
2720,"0.02320",,"86.70",23924,23,"430.29",
2721,"0.02274",,"71.98",23867,22,"433.23",
2722,"0.02229",,"57.31",23797,19,"436.71",
2723,"0.02188",,"42.68",23715,15,"440.44",
2724,"0.02149",,"28.09",23624,10,"444.15",
2725,"0.02113",,"13.52",23527,5,"447.55",
2726,"0.02080",,"358.97",23425,0,"450.42",
2727,"0.02052",,"344.43",23322,-6,"452.55",
2728,"0.02026",,"329.88",23220,-10,"453.78",
2729,"0.02005",,"315.32",23122,-14,"454.04",
2730,"0.01987",,"300.73",23030,-17,"453.28",
2731,"0.01972",,"286.10",22947,-19,"451.52",
2732,"0.01962",,"271.43",22874,-20,"448.86",
2733,"0.01954",,"256.71",22814,-19,"445.43",
2734,"0.01950",,"241.94",22768,-17,"441.40",
2735,"0.01949",,"227.10",22738,-14,"437.01",
2736,"0.01951",,"212.20",22724,-10,"432.51",
2737,"0.01955",,"197.24",22726,-6,"428.17",
2738,"0.01961",,"182.21",22744,-1,"424.26",
2739,"0.01970",,"167.13",22778,4,"421.04",
2740,"0.01979",,"151.99",22826,9,"418.76",
2741,"0.01990",,"136.80",22888,14,"417.60",
2742,"0.02002",,"121.56",22961,17,"417.68",
2743,"0.02015",,"106.28",23045,19,"419.09",
2744,"0.02027",,"90.96",23135,20,"421.80",
2745,"0.02040",,"75.62",23231,20,"425.70",
2746,"0.02053",,"60.24",23330,18,"430.62",
2747,"0.02064",,"44.85",23429,15,"436.29",
2748,"0.02076",,"29.43",23525,10,"442.38",
2749,"0.02086",,"13.99",23618,5,"448.51",
2750,"0.02095",,"358.54",23703,-1,"454.29",
2751,"0.02103",,"343.07",23780,-6,"459.31",
2752,"0.02110",,"327.59",23847,-11,"463.23",
2753,"0.02115",,"312.08",23901,-16,"465.78",
2754,"0.02119",,"296.56",23942,-19,"466.76",
2755,"0.02121",,"281.02",23969,-21,"466.12",
2756,"0.02121",,"265.46",23981,-21,"463.92",
2757,"0.02120",,"249.87",23977,-20,"460.34",
2758,"0.02116",,"234.25",23958,-17,"455.65",
2759,"0.02111",,"218.60",23924,-13,"450.21",
2760,"0.02105",,"202.92",23875,-8,"444.43",
2761,"0.02096",,"187.20",23813,-3,"438.72",
2762,"0.02086",,"171.43",23738,3,"433.46",
2763,"0.02075",,"155.63",23652,9,"429.00",
2764,"0.02061",,"139.78",23558,13,"425.61",
2765,"0.02047",,"123.88",23456,17,"423.46",
2766,"0.02031",,"107.94",23350,19,"422.63",
2767,"0.02013",,"91.94",23242,20,"423.08",
2768,"0.01994",,"75.90",23134,19,"424.70",
2769,"0.01975",,"59.81",23029,17,"427.26",
2770,"0.01954",,"43.68",22929,13,"430.49",
2771,"0.01932",,"27.50",22838,9,"434.04",
2772,"0.01909",,"11.29",22756,4,"437.58",
2773,"0.01886",,"355.05",22688,-2,"440.76",
2774,"0.01862",,"338.78",22633,-7,"443.28",
2775,"0.01837",,"322.49",22595,-11,"444.92",
2776,"0.01812",,"306.19",22574,-15,"445.54",
2777,"0.01786",,"289.88",22570,-17,"445.10",
2778,"0.01760",,"273.58",22584,-18,"443.69",
2779,"0.01734",,"257.29",22617,-17,"441.46",
2780,"0.01707",,"241.01",22666,-15,"438.66",
2781,"0.01680",,"224.75",22731,-12,"435.57",
2782,"0.01652",,"208.52",22811,-8,"432.51",
2783,"0.01625",,"192.32",22903,-3,"429.78",
2784,"0.01597",,"176.16",23006,1,"427.65",
2785,"0.01569",,"160.02",23117,5,"426.34",
2786,"0.01541",,"143.91",23233,9,"426.00",
2787,"0.01512",,"127.84",23352,12,"426.71",
2788,"0.01483",,"111.79",23472,14,"428.46",
2789,"0.01454",,"95.76",23589,14,"431.16",
2790,"0.01424",,"79.74",23700,14,"434.66",
2791,"0.01394",,"63.73",23805,12,"438.74",
2792,"0.01364",,"47.72",23899,10,"443.13",
2793,"0.01332",,"31.69",23982,7,"447.55",
2794,"0.01300",,"15.64",24051,4,"451.70",
2795,"0.01267",,"359.56",24106,0,"455.29",
2796,"0.01234",,"343.44",24144,-4,"458.10",
2797,"0.01199",,"327.25",24166,-6,"459.92",
2798,"0.01163",,"310.99",24170,-9,"460.66",
2799,"0.01127",,"294.65",24156,-10,"460.29",
2800,"0.01089",,"278.21",24125,-11,"458.86",
2801,"0.01050",,"261.65",24077,-10,"456.51",
2802,"0.01010",,"244.96",24013,-9,"453.45",
2803,"0.00969",,"228.11",23935,-7,"449.91",
2804,"0.00927",,"211.09",23843,-5,"446.16",
2805,"0.00883",,"193.87",23739,-2,"442.47",
2806,"0.00839",,"176.43",23626,1,"439.08",
2807,"0.00793",,"158.72",23505,3,"436.17",
2808,"0.00747",,"140.72",23380,5,"433.87",
2809,"0.00700",,"122.36",23253,6,"432.25",
2810,"0.00652",,"103.60",23127,6,"431.28",
2811,"0.00604",,"84.34",23005,6,"430.89",
2812,"0.00556",,"64.49",22889,5,"430.94",
2813,"0.00509",,"43.90",22782,4,"431.24",
2814,"0.00464",,"22.40",22687,2,"431.62",
2815,"0.00421",,"359.77",22607,0,"431.89",
2816,"0.00382",,"335.75",22542,-2,"431.91",
2817,"0.00350",,"310.13",22496,-3,"431.61",
2818,"0.00326",,"282.84",22469,-3,"430.98",
2819,"0.00314",,"254.19",22461,-3,"430.08",
2820,"0.00315",,"224.95",22474,-2,"429.06",
2821,"0.00329",,"196.16",22506,-1,"428.10",
2822,"0.00356",,"168.62",22557,1,"427.41",
2823,"0.00392",,"142.70",22626,2,"427.20",
2824,"0.00436",,"118.38",22710,4,"427.63",
2825,"0.00485",,"95.44",22809,5,"428.83",
2826,"0.00538",,"73.63",22919,5,"430.83",
2827,"0.00594",,"52.72",23037,5,"433.57",
2828,"0.00652",,"32.53",23161,4,"436.91",
2829,"0.00711",,"12.91",23288,2,"440.64",
2830,"0.00770",,"353.75",23414,-1,"444.46",
2831,"0.00829",,"334.96",23538,-4,"448.07",
2832,"0.00889",,"316.49",23655,-6,"451.16",
2833,"0.00947",,"298.28",23764,-8,"453.46",
2834,"0.01005",,"280.28",23862,-10,"454.76",
2835,"0.01062",,"262.47",23947,-11,"454.95",
2836,"0.01117",,"244.81",24017,-10,"454.05",
2837,"0.01171",,"227.28",24071,-9,"452.16",
2838,"0.01223",,"209.85",24108,-6,"449.49",
2839,"0.01274",,"192.51",24127,-3,"446.35",
2840,"0.01322",,"175.24",24128,1,"443.06",
2841,"0.01368",,"158.03",24111,5,"439.97",
2842,"0.01412",,"140.86",24077,9,"437.40",
2843,"0.01453",,"123.73",24027,12,"435.61",
2844,"0.01491",,"106.61",23961,14,"434.78",
2845,"0.01527",,"89.50",23882,15,"434.98",
2846,"0.01560",,"72.40",23791,15,"436.16",
2847,"0.01590",,"55.29",23691,13,"438.18",
2848,"0.01616",,"38.17",23584,10,"440.78",
2849,"0.01640",,"21.05",23473,6,"443.64",
2850,"0.01661",,"3.91",23360,1,"446.38",
2851,"0.01678",,"346.75",23249,-4,"448.64",
2852,"0.01692",,"329.59",23142,-9,"450.08",
2853,"0.01702",,"312.41",23041,-13,"450.45",
2854,"0.01710",,"295.24",22949,-15,"449.61",
2855,"0.01714",,"278.06",22869,-17,"447.54",
2856,"0.01714",,"260.90",22803,-17,"444.39",
2857,"0.01711",,"243.76",22751,-15,"440.39",
2858,"0.01705",,"226.66",22715,-12,"435.90",
2859,"0.01696",,"209.60",22695,-8,"431.32",
2860,"0.01683",,"192.59",22692,-4,"427.04",
2861,"0.01667",,"175.66",22705,1,"423.46",
2862,"0.01649",,"158.80",22734,6,"420.88",
2863,"0.01627",,"142.04",22777,10,"419.50",
2864,"0.01602",,"125.39",22832,13,"419.43",
2865,"0.01575",,"108.86",22899,15,"420.67",
2866,"0.01546",,"92.47",22974,15,"423.09",
2867,"0.01514",,"76.21",23055,15,"426.49",
2868,"0.01479",,"60.12",23140,13,"430.59",
2869,"0.01443",,"44.19",23227,10,"435.07",
2870,"0.01406",,"28.44",23314,7,"439.60",
2871,"0.01366",,"12.89",23397,3,"443.87",
2872,"0.01326",,"357.54",23476,-1,"447.64",
2873,"0.01285",,"342.42",23548,-4,"450.68",
2874,"0.01244",,"327.52",23611,-7,"452.90",
2875,"0.01202",,"312.88",23666,-9,"454.23",
2876,"0.01162",,"298.50",23709,-10,"454.70",
2877,"0.01122",,"284.41",23742,-11,"454.40",
2878,"0.01084",,"270.60",23763,-11,"453.45",
2879,"0.01048",,"257.10",23772,-10,"451.98",
2880,"0.01015",,"243.91",23770,-9,"450.14",
2881,"0.00986",,"231.03",23757,-8,"448.07",
2882,"0.00961",,"218.44",23734,-6,"445.86",
2883,"0.00941",,"206.11",23701,-4,"443.61",
2884,"0.00927",,"194.00",23660,-2,"441.38",
2885,"0.00918",,"182.06",23612,0,"439.21",
2886,"0.00917",,"170.20",23558,2,"437.14",
2887,"0.00922",,"158.35",23499,3,"435.20",
2888,"0.00934",,"146.42",23438,5,"433.43",
2889,"0.00952",,"134.35",23376,7,"431.89",
2890,"0.00977",,"122.07",23314,8,"430.64",
2891,"0.01008",,"109.54",23254,10,"429.76",
2892,"0.01044",,"96.73",23196,10,"429.33",
2893,"0.01084",,"83.62",23144,11,"429.41",
2894,"0.01129",,"70.22",23097,11,"430.07",
2895,"0.01177",,"56.54",23056,10,"431.33",
2896,"0.01228",,"42.60",23023,8,"433.16",
2897,"0.01282",,"28.41",22998,6,"435.49",
2898,"0.01338",,"14.00",22981,3,"438.20",
2899,"0.01396",,"359.40",22974,0,"441.10",
2900,"0.01455",,"344.62",22975,-4,"443.99",
2901,"0.01516",,"329.70",22985,-8,"446.60",
2902,"0.01577",,"314.65",23004,-11,"448.71",
2903,"0.01639",,"299.48",23030,-14,"450.08",
2904,"0.01702",,"284.23",23064,-16,"450.54",
2905,"0.01765",,"268.90",23105,-18,"449.98",
2906,"0.01828",,"253.51",23151,-18,"448.37",
2907,"0.01892",,"238.07",23202,-16,"445.81",
2908,"0.01956",,"222.59",23257,-13,"442.45",
2909,"0.02020",,"207.07",23314,-9,"438.55",
2910,"0.02084",,"191.53",23373,-4,"434.44",
2911,"0.02148",,"175.97",23431,2,"430.47",
2912,"0.02212",,"160.40",23488,7,"427.01",
2913,"0.02276",,"144.81",23542,13,"424.40",
2914,"0.02340",,"129.21",23593,18,"422.94",
2915,"0.02404",,"113.61",23638,22,"422.83",
2916,"0.02468",,"97.99",23677,24,"424.22",
2917,"0.02533",,"82.36",23709,25,"427.10",
2918,"0.02597",,"66.72",23733,24,"431.39",
2919,"0.02661",,"51.07",23747,21,"436.85",
2920,"0.02725",,"35.39",23753,16,"443.15",
2921,"0.02790",,"19.70",23748,9,"449.85",
2922,"0.02854",,"3.97",23733,2,"456.45",
2923,"0.02918",,"348.22",23707,-6,"462.40",
2924,"0.02982",,"332.44",23672,-14,"467.16",
2925,"0.03046",,"316.61",23626,-21,"470.24",
2926,"0.03110",,"300.74",23572,-27,"471.28",
2927,"0.03173",,"284.82",23510,-31,"470.03",
2928,"0.03237",,"268.85",23440,-32,"466.45",
2929,"0.03300",,"252.83",23365,-32,"460.71",
2930,"0.03362",,"236.75",23287,-28,"453.15",
2931,"0.03424",,"220.60",23206,-22,"444.28",
2932,"0.03485",,"204.40",23126,-14,"434.76",
2933,"0.03546",,"188.13",23047,-5,"425.30",
2934,"0.03605",,"171.80",22972,5,"416.63",
2935,"0.03664",,"155.41",22904,15,"409.42",
2936,"0.03721",,"138.96",22845,24,"404.25",
2937,"0.03777",,"122.47",22795,32,"401.57",
2938,"0.03831",,"105.93",22758,37,"401.64",
2939,"0.03884",,"89.35",22734,39,"404.52",
2940,"0.03936",,"72.73",22724,38,"410.07",
2941,"0.03985",,"56.10",22730,33,"417.94",
2942,"0.04032",,"39.45",22751,26,"427.58",
2943,"0.04077",,"22.79",22788,16,"438.25",
2944,"0.04119",,"6.14",22840,4,"449.09",
2945,"0.04159",,"349.50",22905,-8,"459.19",
2946,"0.04197",,"332.88",22982,-19,"467.67",
2947,"0.04231",,"316.28",23070,-29,"473.78",
2948,"0.04262",,"299.71",23165,-37,"476.98",
2949,"0.04291",,"283.19",23267,-42,"477.00",
2950,"0.04316",,"266.70",23371,-43,"473.90",
2951,"0.04337",,"250.25",23477,-41,"468.02",
2952,"0.04355",,"233.85",23579,-35,"459.98",
2953,"0.04369",,"217.49",23677,-27,"450.58",
2954,"0.04380",,"201.17",23768,-16,"440.69",
2955,"0.04387",,"184.90",23849,-4,"431.22",
2956,"0.04389",,"168.65",23918,9,"423.00",
2957,"0.04388",,"152.44",23973,20,"416.70",
2958,"0.04383",,"136.26",24014,30,"412.83",
2959,"0.04374",,"120.10",24039,38,"411.69",
2960,"0.04360",,"103.96",24047,42,"413.36",
2961,"0.04342",,"87.83",24039,43,"417.70",
2962,"0.04321",,"71.70",24014,41,"424.35",
2963,"0.04295",,"55.58",23973,35,"432.77",
2964,"0.04265",,"39.46",23917,27,"442.26",
2965,"0.04231",,"23.34",23847,17,"451.99",
2966,"0.04193",,"7.21",23765,5,"461.12",
2967,"0.04151",,"351.07",23674,-6,"468.81",
2968,"0.04105",,"334.92",23575,-17,"474.34",
2969,"0.04056",,"318.76",23470,-27,"477.21",
2970,"0.04004",,"302.59",23363,-34,"477.13",
2971,"0.03948",,"286.42",23256,-38,"474.11",
2972,"0.03888",,"270.25",23152,-39,"468.42",
2973,"0.03826",,"254.09",23053,-37,"460.59",
2974,"0.03762",,"237.94",22961,-32,"451.30",
2975,"0.03695",,"221.82",22880,-25,"441.32",
2976,"0.03626",,"205.74",22810,-16,"431.44",
2977,"0.03555",,"189.71",22754,-6,"422.40",
2978,"0.03483",,"173.74",22712,4,"414.80",
2979,"0.03410",,"157.85",22685,13,"409.09",
2980,"0.03337",,"142.05",22674,21,"405.56",
2981,"0.03263",,"126.35",22677,26,"404.30",
2982,"0.03190",,"110.78",22695,30,"405.27",
2983,"0.03118",,"95.35",22726,31,"408.26",
2984,"0.03047",,"80.05",22770,30,"412.94",
2985,"0.02978",,"64.92",22824,27,"418.93",
2986,"0.02912",,"49.95",22888,22,"425.78",
2987,"0.02849",,"35.15",22958,16,"433.01",
2988,"0.02790",,"20.53",23033,10,"440.19",
2989,"0.02736",,"6.08",23112,3,"446.91",
2990,"0.02687",,"351.80",23192,-4,"452.84",
2991,"0.02644",,"337.68",23272,-10,"457.74",
2992,"0.02608",,"323.70",23349,-15,"461.41",
2993,"0.02578",,"309.86",23423,-20,"463.78",
2994,"0.02556",,"296.13",23493,-23,"464.80",
2995,"0.02541",,"282.49",23556,-25,"464.51",
2996,"0.02535",,"268.91",23613,-25,"462.99",
2997,"0.02536",,"255.36",23663,-25,"460.35",
2998,"0.02546",,"241.81",23706,-22,"456.75",
2999,"0.02563",,"228.24",23740,-19,"452.36",
3000,"0.02589",,"214.62",23767,-15,"447.40",
3001,"0.02621",,"200.92",23785,-9,"442.12",
3002,"0.02660",,"187.14",23796,-3,"436.79",
3003,"0.02706",,"173.25",23799,3,"431.69",
3004,"0.02757",,"159.25",23795,10,"427.15",
3005,"0.02813",,"145.11",23783,16,"423.44",
3006,"0.02874",,"130.84",23766,22,"420.86",
3007,"0.02939",,"116.44",23741,26,"419.64",
3008,"0.03007",,"101.91",23712,29,"419.96",
3009,"0.03078",,"87.24",23676,31,"421.90",
3010,"0.03151",,"72.45",23636,30,"425.45",
3011,"0.03226",,"57.52",23592,27,"430.47",
3012,"0.03303",,"42.48",23544,22,"436.72",
3013,"0.03380",,"27.33",23492,16,"443.80",
3014,"0.03457",,"12.06",23438,7,"451.21",
3015,"0.03535",,"356.69",23382,-2,"458.36",
3016,"0.03612",,"341.22",23324,-12,"464.63",
3017,"0.03690",,"325.65",23266,-21,"469.41",
3018,"0.03766",,"310.00",23209,-29,"472.15",
3019,"0.03841",,"294.27",23153,-35,"472.46",
3020,"0.03915",,"278.46",23100,-39,"470.14",
3021,"0.03988",,"262.57",23050,-40,"465.21",
3022,"0.04059",,"246.62",23005,-37,"457.96",
3023,"0.04129",,"230.62",22965,-32,"448.87",
3024,"0.04197",,"214.55",22932,-24,"438.63",
3025,"0.04263",,"198.44",22907,-13,"428.05",
3026,"0.04327",,"182.29",22890,-2,"417.95",
3027,"0.04389",,"166.10",22882,11,"409.15",
3028,"0.04449",,"149.89",22884,22,"402.38",
3029,"0.04507",,"133.66",22896,33,"398.20",
3030,"0.04563",,"117.41",22918,41,"397.01",
3031,"0.04616",,"101.15",22950,45,"398.99",
3032,"0.04668",,"84.90",22990,46,"404.11",
3033,"0.04718",,"68.65",23039,44,"412.11",
3034,"0.04765",,"52.41",23095,38,"422.50",
3035,"0.04810",,"36.18",23157,28,"434.57",
3036,"0.04854",,"19.98",23223,17,"447.46",
3037,"0.04895",,"3.79",23292,3,"460.19",
3038,"0.04934",,"347.63",23361,-11,"471.73",
3039,"0.04971",,"331.49",23430,-24,"481.11",
3040,"0.05006",,"315.37",23495,-35,"487.51",
3041,"0.05039",,"299.27",23556,-44,"490.38",
3042,"0.05069",,"283.19",23610,-49,"489.45",
3043,"0.05098",,"267.13",23656,-51,"484.81",
3044,"0.05125",,"251.07",23692,-48,"476.88",
3045,"0.05149",,"235.02",23718,-42,"466.35",
3046,"0.05171",,"218.98",23733,-33,"454.14",
3047,"0.05192",,"202.92",23736,-20,"441.26",
3048,"0.05210",,"186.86",23728,-6,"428.75",
3049,"0.05225",,"170.78",23707,8,"417.59",
3050,"0.05239",,"154.67",23677,22,"408.60",
3051,"0.05250",,"138.54",23636,35,"402.44",
3052,"0.05258",,"122.37",23586,44,"399.52",
3053,"0.05265",,"106.17",23529,51,"400.06",
3054,"0.05268",,"89.93",23467,53,"404.01",
3055,"0.05269",,"73.64",23402,51,"411.07",
3056,"0.05268",,"57.32",23336,44,"420.72",
3057,"0.05263",,"40.94",23270,34,"432.20",
3058,"0.05256",,"24.53",23208,22,"444.58",
3059,"0.05246",,"8.07",23151,7,"456.80",
3060,"0.05233",,"351.58",23101,-8,"467.76",
3061,"0.05216",,"335.06",23060,-22,"476.44",
3062,"0.05197",,"318.51",23030,-34,"482.02",
3063,"0.05174",,"301.94",23010,-44,"483.96",
3064,"0.05148",,"285.36",23002,-50,"482.07",
3065,"0.05119",,"268.77",23006,-51,"476.56",
3066,"0.05086",,"252.19",23021,-48,"468.01",
3067,"0.05050",,"235.62",23048,-42,"457.24",
3068,"0.05009",,"219.07",23083,-32,"445.28",
3069,"0.04966",,"202.53",23128,-19,"433.21",
3070,"0.04918",,"186.03",23178,-5,"422.08",
3071,"0.04867",,"169.56",23233,9,"412.79",
3072,"0.04812",,"153.12",23291,22,"406.02",
3073,"0.04754",,"136.73",23349,33,"402.25",
3074,"0.04692",,"120.37",23406,40,"401.70",
3075,"0.04626",,"104.06",23458,45,"404.33",
3076,"0.04556",,"87.78",23506,46,"409.89",
3077,"0.04482",,"71.55",23547,43,"417.87",
3078,"0.04406",,"55.35",23579,36,"427.63",
3079,"0.04325",,"39.20",23602,27,"438.35",
3080,"0.04242",,"23.07",23616,17,"449.15",
3081,"0.04155",,"6.99",23620,5,"459.13",
3082,"0.04064",,"350.94",23613,-6,"467.48",
3083,"0.03971",,"334.92",23597,-17,"473.55",
3084,"0.03876",,"318.94",23573,-25,"476.90",
3085,"0.03777",,"303.00",23541,-32,"477.35",
3086,"0.03676",,"287.10",23502,-35,"475.01",
3087,"0.03574",,"271.24",23458,-36,"470.21",
3088,"0.03469",,"255.44",23411,-34,"463.49",
3089,"0.03363",,"239.70",23362,-29,"455.51",
3090,"0.03256",,"224.03",23312,-23,"446.98",
3091,"0.03148",,"208.45",23264,-15,"438.58",
3092,"0.03040",,"192.97",23219,-7,"430.90",
3093,"0.02932",,"177.60",23178,1,"424.44",
3094,"0.02826",,"162.36",23142,9,"419.51",
3095,"0.02720",,"147.28",23113,15,"416.27",
3096,"0.02617",,"132.38",23090,19,"414.77",
3097,"0.02517",,"117.66",23074,22,"414.88",
3098,"0.02421",,"103.17",23065,24,"416.42",
3099,"0.02329",,"88.91",23063,23,"419.11",
3100,"0.02244",,"74.91",23068,22,"422.66",
3101,"0.02165",,"61.17",23078,19,"426.75",
3102,"0.02094",,"47.70",23094,15,"431.10",
3103,"0.02032",,"34.50",23113,12,"435.48",
3104,"0.01980",,"21.54",23136,7,"439.70",
3105,"0.01939",,"8.79",23161,3,"443.61",
3106,"0.01910",,"356.20",23187,-1,"447.14",
3107,"0.01894",,"343.73",23214,-5,"450.20",
3108,"0.01890",,"331.30",23241,-9,"452.74",
3109,"0.01898",,"318.84",23267,-12,"454.71",
3110,"0.01919",,"306.29",23292,-15,"456.05",
3111,"0.01950",,"293.59",23317,-18,"456.66",
3112,"0.01993",,"280.70",23339,-20,"456.47",
3113,"0.02044",,"267.57",23361,-20,"455.38",
3114,"0.02104",,"254.19",23382,-20,"453.37",
3115,"0.02171",,"240.55",23401,-19,"450.42",
3116,"0.02244",,"226.65",23421,-16,"446.60",
3117,"0.02322",,"212.50",23440,-12,"442.09",
3118,"0.02403",,"198.11",23459,-7,"437.12",
3119,"0.02488",,"183.51",23479,-2,"432.01",
3120,"0.02574",,"168.71",23498,5,"427.17",
3121,"0.02661",,"153.72",23518,12,"422.99",
3122,"0.02749",,"138.56",23538,18,"419.88",
3123,"0.02837",,"123.26",23558,24,"418.22",
3124,"0.02924",,"107.83",23577,28,"418.26",
3125,"0.03010",,"92.28",23594,30,"420.19",
3126,"0.03095",,"76.63",23609,30,"424.01",
3127,"0.03178",,"60.89",23621,28,"429.59",
3128,"0.03258",,"45.06",23629,23,"436.62",
3129,"0.03336",,"29.16",23632,16,"444.62",
3130,"0.03412",,"13.19",23629,8,"453.00",
3131,"0.03484",,"357.16",23619,-2,"461.05",
3132,"0.03553",,"341.07",23602,-12,"468.04",
3133,"0.03619",,"324.92",23578,-21,"473.25",
3134,"0.03681",,"308.71",23545,-29,"476.12",
3135,"0.03740",,"292.45",23504,-35,"476.22",
3136,"0.03795",,"276.14",23455,-38,"473.42",
3137,"0.03846",,"259.77",23400,-38,"467.82",
3138,"0.03894",,"243.35",23338,-35,"459.81",
3139,"0.03938",,"226.87",23272,-29,"450.02",
3140,"0.03978",,"210.33",23202,-20,"439.24",
3141,"0.04014",,"193.74",23131,-10,"428.36",
3142,"0.04046",,"177.09",23060,2,"418.25",
3143,"0.04075",,"160.39",22993,14,"409.75",
3144,"0.04099",,"143.64",22930,24,"403.52",
3145,"0.04120",,"126.84",22874,33,"400.07",
3146,"0.04137",,"110.01",22828,39,"399.67",
3147,"0.04151",,"93.13",22792,41,"402.37",
3148,"0.04161",,"76.23",22770,40,"407.95",
3149,"0.04167",,"59.31",22761,36,"416.01",
3150,"0.04170",,"42.38",22767,28,"425.88",
3151,"0.04169",,"25.44",22788,18,"436.74",
3152,"0.04165",,"8.51",22824,6,"447.68",
3153,"0.04158",,"351.60",22874,-6,"457.72",
3154,"0.04148",,"334.70",22938,-18,"465.99",
3155,"0.04134",,"317.83",23012,-28,"471.77",
3156,"0.04118",,"301.00",23096,-35,"474.57",
3157,"0.04099",,"284.21",23187,-40,"474.24",
3158,"0.04077",,"267.45",23282,-41,"470.92",
3159,"0.04052",,"250.74",23379,-38,"465.03",
3160,"0.04025",,"234.07",23475,-33,"457.25",
3161,"0.03995",,"217.44",23567,-24,"448.37",
3162,"0.03962",,"200.84",23652,-14,"439.26",
3163,"0.03927",,"184.28",23729,-3,"430.76",
3164,"0.03890",,"167.74",23795,8,"423.60",
3165,"0.03850",,"151.22",23848,19,"418.36",
3166,"0.03808",,"134.71",23888,27,"415.44",
3167,"0.03764",,"118.20",23914,33,"415.05",
3168,"0.03717",,"101.69",23924,36,"417.15",
3169,"0.03669",,"85.17",23920,37,"421.56",
3170,"0.03618",,"68.62",23901,34,"427.87",
3171,"0.03566",,"52.05",23869,28,"435.52",
3172,"0.03511",,"35.44",23825,20,"443.83",
3173,"0.03454",,"18.79",23769,11,"452.06",
3174,"0.03396",,"2.09",23705,1,"459.44",
3175,"0.03335",,"345.34",23635,-8,"465.29",
3176,"0.03273",,"328.53",23559,-17,"469.06",
3177,"0.03208",,"311.66",23482,-24,"470.39",
3178,"0.03142",,"294.72",23404,-29,"469.16",
3179,"0.03074",,"277.73",23328,-30,"465.50",
3180,"0.03004",,"260.67",23257,-30,"459.79",
3181,"0.02932",,"243.55",23191,-26,"452.58",
3182,"0.02858",,"226.37",23132,-21,"444.55",
3183,"0.02783",,"209.13",23082,-14,"436.42",
3184,"0.02706",,"191.84",23041,-6,"428.90",
3185,"0.02627",,"174.49",23010,3,"422.59",
3186,"0.02546",,"157.09",22987,10,"417.96",
3187,"0.02464",,"139.64",22974,16,"415.30",
3188,"0.02380",,"122.14",22970,20,"414.72",
3189,"0.02294",,"104.59",22973,22,"416.14",
3190,"0.02207",,"86.98",22983,22,"419.30",
3191,"0.02119",,"69.32",22997,20,"423.81",
3192,"0.02029",,"51.58",23017,16,"429.16",
3193,"0.01938",,"33.77",23039,11,"434.77",
3194,"0.01846",,"15.88",23062,5,"440.10",
3195,"0.01753",,"357.88",23087,-1,"444.62",
3196,"0.01659",,"339.76",23112,-6,"447.95",
3197,"0.01565",,"321.50",23136,-10,"449.84",
3198,"0.01470",,"303.06",23160,-12,"450.23",
3199,"0.01375",,"284.42",23182,-13,"449.23",
3200,"0.01280",,"265.52",23203,-13,"447.10",
3201,"0.01186",,"246.31",23223,-11,"444.23",
3202,"0.01094",,"226.72",23243,-8,"441.05",
3203,"0.01002",,"206.65",23263,-4,"438.01",
3204,"0.00914",,"185.97",23283,-1,"435.51",
3205,"0.00829",,"164.55",23304,2,"433.86",
3206,"0.00750",,"142.16",23327,5,"433.23",
3207,"0.00678",,"118.61",23351,6,"433.68",
3208,"0.00616",,"93.67",23378,6,"435.10",
3209,"0.00568",,"67.24",23406,5,"437.28",
3210,"0.00537",,"39.46",23436,3,"439.91",
3211,"0.00526",,"10.88",23467,1,"442.61",
3212,"0.00535",,"342.33",23500,-2,"445.01",
