Age,ECC,ECC_413k_notched_out,OMEGA,OBL,Prec,EXI,ETP,EXI_WM
2513,0.02503,,77.99,24.276,0.024,435.5,,455.61
2514,0.02501,,62.33,24.291,0.022,440.33,,460.59
2515,0.02497,,46.69,24.285,0.018,445.81,,466.35
2516,0.02492,,31.05,24.259,0.013,451.51,,472.46
2517,0.02485,,15.42,24.214,0.007,457,,478.46
2518,0.02477,,359.79,24.152,-0,461.82,,483.86
2519,0.02467,,344.16,24.074,-0.007,465.55,,488.22
2520,0.02456,,328.52,23.983,-0.013,467.86,,491.17
2521,0.02444,,312.88,23.881,-0.018,468.51,,492.46
2522,0.0243,,297.23,23.77,-0.022,467.4,,491.94
2523,0.02414,,281.57,23.652,-0.024,464.55,,489.62
2524,0.02397,,265.9,23.531,-0.024,460.14,,485.67
2525,0.0238,,250.24,23.408,-0.022,454.46,,480.38
2526,0.02361,,234.58,23.287,-0.019,447.9,,474.13
2527,0.02342,,218.92,23.169,-0.015,440.89,,467.36
2528,0.02321,,203.28,23.057,-0.009,433.89,,460.56
2529,0.02301,,187.66,22.953,-0.003,427.34,,454.17
2530,0.0228,,172.07,22.858,0.003,421.63,,448.6
2531,0.0226,,156.51,22.776,0.009,417.07,,444.18
2532,0.02239,,141.01,22.707,0.014,413.89,,441.16
2533,0.0222,,125.55,22.652,0.018,412.21,,439.65
2534,0.02201,,110.15,22.612,0.021,412.07,,439.7
2535,0.02184,,94.83,22.589,0.022,413.39,,441.24
2536,0.02168,,79.58,22.581,0.021,416.05,,444.12
2537,0.02154,,64.41,22.59,0.019,419.83,,448.1
2538,0.02142,,49.32,22.615,0.016,424.47,,452.92
2539,0.02133,,34.32,22.655,0.012,429.67,,458.26
2540,0.02127,,19.4,22.71,0.007,435.13,,463.78
2541,0.02124,,4.57,22.777,0.002,440.54,,469.16
2542,0.02124,,349.82,22.857,-0.004,445.6,,474.1
2543,0.02129,,335.13,22.947,-0.009,450.05,,478.33
2544,0.02137,,320.52,23.045,-0.014,453.66,,481.61
2545,0.02149,,305.95,23.149,-0.017,456.28,,483.78
2546,0.02165,,291.43,23.257,-0.02,457.77,,484.73
2547,0.02185,,276.94,23.367,-0.022,458.08,,484.43
2548,0.0221,,262.47,23.477,-0.022,457.23,,482.92
2549,0.02238,,248,23.582,-0.021,455.29,,480.26
2550,0.02271,,233.52,23.683,-0.018,452.41,,476.65
2551,0.02307,,219.03,23.775,-0.015,448.76,,472.29
2552,0.02346,,204.5,23.858,-0.01,444.62,,467.47
2553,0.02389,,189.93,23.929,-0.004,440.25,,462.49
2554,0.02435,,175.31,23.985,0.002,435.98,,457.69
2555,0.02483,,160.63,24.026,0.008,432.12,,453.42
2556,0.02534,,145.88,24.051,0.014,428.97,,449.99
2557,0.02587,,131.05,24.058,0.02,426.81,,447.68
2558,0.02641,,116.13,24.047,0.024,425.86,,446.74
2559,0.02697,,101.13,24.018,0.026,426.25,,447.31
2560,0.02754,,86.03,23.971,0.027,428.04,,449.43
2561,0.02811,,70.82,23.906,0.027,431.17,,453.07
2562,0.02869,,55.52,23.825,0.024,435.48,,458.03
2563,0.02927,,40.1,23.73,0.019,440.68,,464.03
2564,0.02984,,24.57,23.623,0.012,446.38,,470.64
2565,0.03041,,8.93,23.505,0.005,452.11,,477.33
2566,0.03098,,353.17,23.381,-0.004,457.33,,483.56
2567,0.03153,,337.3,23.253,-0.012,461.49,,488.71
2568,0.03207,,321.31,23.125,-0.02,464.1,,492.22
2569,0.03259,,305.22,23,-0.027,464.75,,493.64
2570,0.0331,,289.02,22.882,-0.031,463.21,,492.69
2571,0.03359,,272.72,22.775,-0.034,459.42,,489.28
2572,0.03406,,256.34,22.683,-0.033,453.57,,483.59
2573,0.0345,,239.88,22.608,-0.03,446.03,,475.98
2574,0.03492,,223.37,22.553,-0.024,437.39,,467.06
2575,0.03532,,206.8,22.52,-0.016,428.32,,457.56
2576,0.03569,,190.2,22.511,-0.006,419.59,,448.28
2577,0.03604,,173.59,22.526,0.004,411.94,,440.02
2578,0.03635,,156.97,22.566,0.014,406.01,,433.49
2579,0.03664,,140.38,22.629,0.023,402.35,,429.26
2580,0.0369,,123.81,22.713,0.031,401.31,,427.71
2581,0.03713,,107.29,22.817,0.035,403.06,,429.05
2582,0.03733,,90.83,22.937,0.037,407.54,,433.2
2583,0.03751,,74.44,23.07,0.036,414.53,,439.93
2584,0.03765,,58.12,23.212,0.032,423.57,,448.78
2585,0.03777,,41.89,23.358,0.025,434.08,,459.11
2586,0.03786,,25.74,23.505,0.016,445.32,,470.17
2587,0.03793,,9.67,23.648,0.006,456.48,,481.14
2588,0.03797,,353.68,23.783,-0.004,466.75,,491.18
2589,0.03798,,337.78,23.907,-0.014,475.36,,499.5
2590,0.03797,,321.95,24.015,-0.023,481.7,,505.5
2591,0.03794,,306.18,24.106,-0.031,485.31,,508.74
2592,0.03789,,290.48,24.177,-0.035,485.97,,509.01
2593,0.03782,,274.83,24.226,-0.038,483.71,,506.36
2594,0.03773,,259.23,24.251,-0.037,478.78,,501.04
2595,0.03762,,243.66,24.253,-0.034,471.63,,493.56
2596,0.0375,,228.11,24.23,-0.028,462.86,,484.5
2597,0.03737,,212.58,24.183,-0.02,453.16,,474.61
2598,0.03723,,197.06,24.114,-0.011,443.24,,464.6
2599,0.03708,,181.53,24.024,-0.001,433.78,,455.17
2600,0.03692,,165.99,23.915,0.009,425.41,,446.96
2601,0.03675,,150.43,23.791,0.018,418.62,,440.48
2602,0.03658,,134.84,23.653,0.026,413.77,,436.1
2603,0.03641,,119.22,23.506,0.032,411.09,,434.03
2604,0.03624,,103.55,23.354,0.035,410.65,,434.36
2605,0.03607,,87.85,23.2,0.036,412.38,,436.98
2606,0.03591,,72.09,23.049,0.034,416.04,,441.65
2607,0.03575,,56.29,22.904,0.03,421.28,,447.98
2608,0.0356,,40.45,22.77,0.023,427.65,,455.48
2609,0.03545,,24.57,22.651,0.015,434.6,,463.53
2610,0.03531,,8.65,22.549,0.005,441.52,,471.49
2611,0.03518,,352.71,22.467,-0.004,447.84,,478.7
2612,0.03506,,336.75,22.408,-0.014,453,,484.56
2613,0.03495,,320.78,22.372,-0.022,456.56,,488.57
2614,0.03485,,304.82,22.361,-0.029,458.22,,490.41
2615,0.03476,,288.86,22.375,-0.033,457.84,,489.94
2616,0.03469,,272.93,22.412,-0.035,455.49,,487.21
2617,0.03462,,257.03,22.472,-0.034,451.39,,482.48
2618,0.03456,,241.17,22.552,-0.03,445.91,,476.17
2619,0.03451,,225.35,22.65,-0.025,439.55,,468.82
2620,0.03447,,209.59,22.764,-0.017,432.86,,461.07
2621,0.03444,,193.88,22.889,-0.008,426.41,,453.51
2622,0.03442,,178.22,23.024,0.001,420.73,,446.75
2623,0.0344,,162.63,23.164,0.01,416.3,,441.32
2624,0.03438,,147.09,23.306,0.019,413.5,,437.62
2625,0.03437,,131.61,23.446,0.026,412.59,,435.92
2626,0.03436,,116.18,23.583,0.031,413.71,,436.4
2627,0.03436,,100.8,23.712,0.034,416.86,,439.04
2628,0.03435,,85.47,23.832,0.034,421.92,,443.74
2629,0.03434,,70.17,23.941,0.032,428.62,,450.21
2630,0.03433,,54.9,24.035,0.028,436.6,,458.07
2631,0.03432,,39.65,24.114,0.022,445.36,,466.83
2632,0.0343,,24.43,24.177,0.014,454.36,,475.91
2633,0.03428,,9.22,24.222,0.006,463.01,,484.7
2634,0.03426,,354.02,24.25,-0.004,470.69,,492.59
2635,0.03422,,338.83,24.259,-0.012,476.87,,498.99
2636,0.03418,,323.63,24.251,-0.02,481.09,,503.46
2637,0.03414,,308.42,24.224,-0.027,483,,505.62
2638,0.03408,,293.2,24.18,-0.031,482.45,,505.3
2639,0.03402,,277.96,24.12,-0.034,479.46,,502.53
2640,0.03396,,262.69,24.044,-0.034,474.21,,497.48
2641,0.03389,,247.41,23.955,-0.031,467.07,,490.52
2642,0.03381,,232.09,23.853,-0.027,458.53,,482.12
2643,0.03372,,216.73,23.741,-0.02,449.15,,472.89
2644,0.03363,,201.34,23.62,-0.012,439.56,,463.46
2645,0.03354,,185.92,23.492,-0.003,430.36,,454.45
2646,0.03344,,170.45,23.361,0.006,422.11,,446.44
2647,0.03335,,154.93,23.228,0.014,415.29,,439.91
2648,0.03325,,139.38,23.096,0.022,410.26,,435.27
2649,0.03315,,123.79,22.968,0.028,407.27,,432.75
2650,0.03305,,108.15,22.847,0.031,406.43,,432.48
2651,0.03296,,92.48,22.735,0.033,407.69,,434.41
2652,0.03287,,76.78,22.634,0.032,410.91,,438.36
2653,0.03279,,61.04,22.548,0.029,415.8,,444.03
2654,0.03272,,45.29,22.478,0.023,421.96,,450.98
2655,0.03265,,29.52,22.426,0.016,428.9,,458.69
2656,0.03259,,13.74,22.394,0.008,436.1,,466.57
2657,0.03255,,357.96,22.382,-0.001,443.01,,474.03
2658,0.03252,,342.18,22.391,-0.01,449.1,,480.49
2659,0.0325,,326.42,22.421,-0.018,453.91,,485.46
2660,0.03249,,310.68,22.472,-0.025,457.09,,488.56
2661,0.0325,,294.96,22.543,-0.029,458.44,,489.6
2662,0.03252,,279.28,22.632,-0.032,457.91,,488.52
2663,0.03256,,263.64,22.737,-0.032,455.6,,485.45
2664,0.03261,,248.05,22.855,-0.03,451.76,,480.67
2665,0.03268,,232.49,22.985,-0.026,446.77,,474.62
2666,0.03276,,216.99,23.123,-0.02,441.08,,467.81
2667,0.03285,,201.53,23.266,-0.012,435.18,,460.78
2668,0.03296,,186.11,23.41,-0.004,429.59,,454.07
2669,0.03307,,170.73,23.552,0.005,424.78,,448.23
2670,0.0332,,155.39,23.689,0.014,421.16,,443.69
2671,0.03334,,140.08,23.818,0.021,419.07,,440.82
2672,0.03348,,124.78,23.935,0.028,418.73,,439.85
2673,0.03362,,109.51,24.038,0.032,420.26,,440.92
2674,0.03378,,94.24,24.125,0.034,423.65,,444
2675,0.03393,,78.96,24.194,0.033,428.74,,448.98
2676,0.03408,,63.68,24.243,0.031,435.28,,455.56
2677,0.03423,,48.37,24.272,0.026,442.88,,463.36
2678,0.03437,,33.04,24.279,0.019,451.04,,471.86
2679,0.03451,,17.66,24.264,0.01,459.2,,480.49
2680,0.03463,,2.24,24.228,0.001,466.74,,488.58
2681,0.03475,,346.77,24.171,-0.008,473.04,,495.51
2682,0.03485,,331.23,24.095,-0.017,477.55,,500.68
2683,0.03494,,315.63,24.001,-0.024,479.83,,503.62
2684,0.03502,,299.94,23.892,-0.03,479.58,,504.02
2685,0.03507,,284.18,23.77,-0.034,476.7,,501.72
2686,0.03511,,268.33,23.639,-0.035,471.33,,496.85
2687,0.03512,,252.4,23.5,-0.033,463.79,,489.71
2688,0.03511,,236.37,23.358,-0.029,454.61,,480.81
2689,0.03508,,220.26,23.217,-0.023,444.43,,470.84
2690,0.03502,,204.06,23.079,-0.014,433.99,,460.53
2691,0.03494,,187.79,22.95,-0.005,424.05,,450.69
2692,0.03483,,171.44,22.831,0.005,415.32,,442.02
2693,0.0347,,155.02,22.727,0.015,408.38,,435.18
2694,0.03453,,138.55,22.639,0.023,403.7,,430.64
2695,0.03434,,122.04,22.571,0.029,401.56,,428.71
2696,0.03412,,105.49,22.524,0.033,402.06,,429.48
2697,0.03388,,88.94,22.499,0.034,405.1,,432.84
2698,0.0336,,72.38,22.497,0.032,410.38,,438.51
2699,0.0333,,55.84,22.517,0.028,417.47,,445.98
2700,0.03297,,39.33,22.558,0.021,425.77,,454.63
2701,0.03262,,22.86,22.618,0.013,434.62,,463.73
2702,0.03224,,6.45,22.697,0.004,443.3,,472.56
2703,0.03184,,350.1,22.79,-0.005,451.14,,480.38
2704,0.03142,,333.84,22.896,-0.014,457.57,,486.62
2705,0.03097,,317.66,23.011,-0.021,462.15,,490.82
2706,0.0305,,301.57,23.131,-0.026,464.65,,492.76
2707,0.03002,,285.59,23.254,-0.029,465.02,,492.44
2708,0.02952,,269.7,23.376,-0.03,463.41,,490.02
2709,0.02901,,253.92,23.493,-0.028,460.12,,485.87
2710,0.02849,,238.24,23.604,-0.024,455.59,,480.46
2711,0.02795,,222.67,23.705,-0.019,450.3,,474.32
2712,0.02741,,207.2,23.793,-0.013,444.77,,467.98
2713,0.02687,,191.83,23.868,-0.006,439.45,,461.98
2714,0.02633,,176.55,23.927,0.002,434.76,,456.72
2715,0.02578,,161.37,23.97,0.008,431.01,,452.56
2716,0.02524,,146.28,23.995,0.014,428.42,,449.7
2717,0.02472,,131.27,24.003,0.019,427.09,,448.26
2718,0.0242,,116.34,23.993,0.022,427.03,,448.24
2719,0.02369,,101.49,23.967,0.023,428.15,,449.57
2720,0.0232,,86.7,23.924,0.023,430.29,,452.05
2721,0.02274,,71.98,23.867,0.022,433.23,,455.44
2722,0.02229,,57.31,23.797,0.019,436.71,,459.49
2723,0.02188,,42.68,23.715,0.015,440.44,,463.86
2724,0.02149,,28.09,23.624,0.01,444.15,,468.27
2725,0.02113,,13.52,23.527,0.005,447.55,,472.41
2726,0.0208,,358.97,23.425,-0,450.42,,476
2727,0.02052,,344.43,23.322,-0.006,452.55,,478.84
2728,0.02026,,329.88,23.22,-0.01,453.78,,480.73
2729,0.02005,,315.32,23.122,-0.014,454.04,,481.57
2730,0.01987,,300.73,23.03,-0.017,453.28,,481.29
2731,0.01972,,286.1,22.947,-0.019,451.52,,479.9
2732,0.01962,,271.43,22.874,-0.02,448.86,,477.48
2733,0.01954,,256.71,22.814,-0.019,445.43,,474.16
2734,0.0195,,241.94,22.768,-0.017,441.4,,470.13
2735,0.01949,,227.1,22.738,-0.014,437.01,,465.63
2736,0.01951,,212.2,22.724,-0.01,432.51,,460.91
2737,0.01955,,197.24,22.726,-0.006,428.17,,456.28
2738,0.01961,,182.21,22.744,-0.001,424.26,,452.01
2739,0.0197,,167.13,22.778,0.004,421.04,,448.4
2740,0.01979,,151.99,22.826,0.009,418.76,,445.71
2741,0.0199,,136.8,22.888,0.014,417.6,,444.15
2742,0.02002,,121.56,22.961,0.017,417.68,,443.85
2743,0.02015,,106.28,23.045,0.019,419.09,,444.91
2744,0.02027,,90.96,23.135,0.02,421.8,,447.3
2745,0.0204,,75.62,23.231,0.02,425.7,,450.93
2746,0.02053,,60.24,23.33,0.018,430.62,,455.61
2747,0.02064,,44.85,23.429,0.015,436.29,,461.07
2748,0.02076,,29.43,23.525,0.01,442.38,,466.96
2749,0.02086,,13.99,23.618,0.005,448.51,,472.92
2750,0.02095,,358.54,23.703,-0.001,454.29,,478.51
2751,0.02103,,343.07,23.78,-0.006,459.31,,483.36
2752,0.0211,,327.59,23.847,-0.011,463.23,,487.11
2753,0.02115,,312.08,23.901,-0.016,465.78,,489.46
2754,0.02119,,296.56,23.942,-0.019,466.76,,490.26
2755,0.02121,,281.02,23.969,-0.021,466.12,,489.44
2756,0.02121,,265.46,23.981,-0.021,463.92,,487.06
2757,0.0212,,249.87,23.977,-0.02,460.34,,483.32
2758,0.02116,,234.25,23.958,-0.017,455.65,,478.5
2759,0.02111,,218.6,23.924,-0.013,450.21,,472.99
2760,0.02105,,202.92,23.875,-0.008,444.43,,467.18
2761,0.02096,,187.2,23.813,-0.003,438.72,,461.52
2762,0.02086,,171.43,23.738,0.003,433.46,,456.39
2763,0.02075,,155.63,23.652,0.009,429,,452.15
2764,0.02061,,139.78,23.558,0.013,425.61,,449.09
2765,0.02047,,123.88,23.456,0.017,423.46,,447.35
2766,0.02031,,107.94,23.35,0.019,422.63,,447.03
2767,0.02013,,91.94,23.242,0.02,423.08,,448.09
2768,0.01994,,75.9,23.134,0.019,424.7,,450.38
2769,0.01975,,59.81,23.029,0.017,427.26,,453.66
2770,0.01954,,43.68,22.929,0.013,430.49,,457.63
2771,0.01932,,27.5,22.838,0.009,434.04,,461.92
2772,0.01909,,11.29,22.756,0.004,437.58,,466.13
2773,0.01886,,355.05,22.688,-0.002,440.76,,469.9
2774,0.01862,,338.78,22.633,-0.007,443.28,,472.89
2775,0.01837,,322.49,22.595,-0.011,444.92,,474.86
2776,0.01812,,306.19,22.574,-0.015,445.54,,475.64
2777,0.01786,,289.88,22.57,-0.017,445.1,,475.2
2778,0.0176,,273.58,22.584,-0.018,443.69,,473.61
2779,0.01734,,257.29,22.617,-0.017,441.46,,471.06
2780,0.01707,,241.01,22.666,-0.015,438.66,,467.79
2781,0.0168,,224.75,22.731,-0.012,435.57,,464.14
2782,0.01652,,208.52,22.811,-0.008,432.51,,460.44
2783,0.01625,,192.32,22.903,-0.003,429.78,,457.02
2784,0.01597,,176.16,23.006,0.001,427.65,,454.21
2785,0.01569,,160.02,23.117,0.005,426.34,,452.22
2786,0.01541,,143.91,23.233,0.009,426,,451.23
2787,0.01512,,127.84,23.352,0.012,426.71,,451.34
2788,0.01483,,111.79,23.472,0.014,428.46,,452.55
2789,0.01454,,95.76,23.589,0.014,431.16,,454.78
2790,0.01424,,79.74,23.7,0.014,434.66,,457.85
2791,0.01394,,63.73,23.805,0.012,438.74,,461.58
2792,0.01364,,47.72,23.899,0.01,443.13,,465.68
2793,0.01332,,31.69,23.982,0.007,447.55,,469.86
2794,0.013,,15.64,24.051,0.004,451.7,,473.82
2795,0.01267,,359.56,24.106,-0,455.29,,477.29
2796,0.01234,,343.44,24.144,-0.004,458.1,,480.01
2797,0.01199,,327.25,24.166,-0.006,459.92,,481.8
2798,0.01163,,310.99,24.17,-0.009,460.66,,482.55
2799,0.01127,,294.65,24.156,-0.01,460.29,,482.24
2800,0.01089,,278.21,24.125,-0.011,458.86,,480.92
2801,0.0105,,261.65,24.077,-0.01,456.51,,478.73
2802,0.0101,,244.96,24.013,-0.009,453.45,,475.87
2803,0.00969,,228.11,23.935,-0.007,449.91,,472.61
2804,0.00927,,211.09,23.843,-0.005,446.16,,469.18
2805,0.00883,,193.87,23.739,-0.002,442.47,,465.88
2806,0.00839,,176.43,23.626,0.001,439.08,,462.92
2807,0.00793,,158.72,23.505,0.003,436.17,,460.51
2808,0.00747,,140.72,23.38,0.005,433.87,,458.76
2809,0.007,,122.36,23.253,0.006,432.25,,457.73
2810,0.00652,,103.6,23.127,0.006,431.28,,457.4
2811,0.00604,,84.34,23.005,0.006,430.89,,457.66
2812,0.00556,,64.49,22.889,0.005,430.94,,458.34
2813,0.00509,,43.9,22.782,0.004,431.24,,459.24
2814,0.00464,,22.4,22.687,0.002,431.62,,460.16
2815,0.00421,,359.77,22.607,-0,431.89,,460.89
2816,0.00382,,335.75,22.542,-0.002,431.91,,461.26
2817,0.0035,,310.13,22.496,-0.003,431.61,,461.2
2818,0.00326,,282.84,22.469,-0.003,430.98,,460.67
2819,0.00314,,254.19,22.461,-0.003,430.08,,459.76
2820,0.00315,,224.95,22.474,-0.002,429.06,,458.6
2821,0.00329,,196.16,22.506,-0.001,428.1,,457.4
2822,0.00356,,168.62,22.557,0.001,427.41,,456.38
2823,0.00392,,142.7,22.626,0.002,427.2,,455.78
2824,0.00436,,118.38,22.71,0.004,427.63,,455.78
2825,0.00485,,95.44,22.809,0.005,428.83,,456.53
2826,0.00538,,73.63,22.919,0.005,430.83,,458.06
2827,0.00594,,52.72,23.037,0.005,433.57,,460.32
2828,0.00652,,32.53,23.161,0.004,436.91,,463.19
2829,0.00711,,12.91,23.288,0.002,440.64,,466.43
2830,0.0077,,353.75,23.414,-0.001,444.46,,469.77
2831,0.00829,,334.96,23.538,-0.004,448.07,,472.89
2832,0.00889,,316.49,23.655,-0.006,451.16,,475.49
2833,0.00947,,298.28,23.764,-0.008,453.46,,477.29
2834,0.01005,,280.28,23.862,-0.01,454.76,,478.11
2835,0.01062,,262.47,23.947,-0.011,454.95,,477.84
2836,0.01117,,244.81,24.017,-0.01,454.05,,476.48
2837,0.01171,,227.28,24.071,-0.009,452.16,,474.2
2838,0.01223,,209.85,24.108,-0.006,449.49,,471.2
2839,0.01274,,192.51,24.127,-0.003,446.35,,467.79
2840,0.01322,,175.24,24.128,0.001,443.06,,464.33
2841,0.01368,,158.03,24.111,0.005,439.97,,461.18
2842,0.01412,,140.86,24.077,0.009,437.4,,458.67
2843,0.01453,,123.73,24.027,0.012,435.61,,457.08
2844,0.01491,,106.61,23.961,0.014,434.78,,456.57
2845,0.01527,,89.5,23.882,0.015,434.98,,457.2
2846,0.0156,,72.4,23.791,0.015,436.16,,458.94
2847,0.0159,,55.29,23.691,0.013,438.18,,461.61
2848,0.01616,,38.17,23.584,0.01,440.78,,464.94
2849,0.0164,,21.05,23.473,0.006,443.64,,468.57
2850,0.01661,,3.91,23.36,0.001,446.38,,472.11
2851,0.01678,,346.75,23.249,-0.004,448.64,,475.13
2852,0.01692,,329.59,23.142,-0.009,450.08,,477.27
2853,0.01702,,312.41,23.041,-0.013,450.45,,478.22
2854,0.0171,,295.24,22.949,-0.015,449.61,,477.85
2855,0.01714,,278.06,22.869,-0.017,447.54,,476.1
2856,0.01714,,260.9,22.803,-0.017,444.39,,473.12
2857,0.01711,,243.76,22.751,-0.015,440.39,,469.16
2858,0.01705,,226.66,22.715,-0.012,435.9,,464.58
2859,0.01696,,209.6,22.695,-0.008,431.32,,459.79
2860,0.01683,,192.59,22.692,-0.004,427.04,,455.26
2861,0.01667,,175.66,22.705,0.001,423.46,,451.37
2862,0.01649,,158.8,22.734,0.006,420.88,,448.45
2863,0.01627,,142.04,22.777,0.01,419.5,,446.76
2864,0.01602,,125.39,22.832,0.013,419.43,,446.4
2865,0.01575,,108.86,22.899,0.015,420.67,,447.37
2866,0.01546,,92.47,22.974,0.015,423.09,,449.54
2867,0.01514,,76.21,23.055,0.015,426.49,,452.71
2868,0.01479,,60.12,23.14,0.013,430.59,,456.59
2869,0.01443,,44.19,23.227,0.01,435.07,,460.86
2870,0.01406,,28.44,23.314,0.007,439.6,,465.19
2871,0.01366,,12.89,23.397,0.003,443.87,,469.25
2872,0.01326,,357.54,23.476,-0.001,447.64,,472.79
2873,0.01285,,342.42,23.548,-0.004,450.68,,475.6
2874,0.01244,,327.52,23.611,-0.007,452.9,,477.57
2875,0.01202,,312.88,23.666,-0.009,454.23,,478.66
2876,0.01162,,298.5,23.709,-0.01,454.7,,478.91
2877,0.01122,,284.41,23.742,-0.011,454.4,,478.41
2878,0.01084,,270.6,23.763,-0.011,453.45,,477.29
2879,0.01048,,257.1,23.772,-0.01,451.98,,475.69
2880,0.01015,,243.91,23.77,-0.009,450.14,,473.76
2881,0.00986,,231.03,23.757,-0.008,448.07,,471.65
2882,0.00961,,218.44,23.734,-0.006,445.86,,469.46
2883,0.00941,,206.11,23.701,-0.004,443.61,,467.27
2884,0.00927,,194,23.66,-0.002,441.38,,465.15
2885,0.00918,,182.06,23.612,-0,439.21,,463.14
2886,0.00917,,170.2,23.558,0.002,437.14,,461.25
2887,0.00922,,158.35,23.499,0.003,435.2,,459.51
2888,0.00934,,146.42,23.438,0.005,433.43,,457.98
2889,0.00952,,134.35,23.376,0.007,431.89,,456.7
2890,0.00977,,122.07,23.314,0.008,430.64,,455.71
2891,0.01008,,109.54,23.254,0.01,429.76,,455.1
2892,0.01044,,96.73,23.196,0.01,429.33,,454.95
2893,0.01084,,83.62,23.144,0.011,429.41,,455.33
2894,0.01129,,70.22,23.097,0.011,430.07,,456.29
2895,0.01177,,56.54,23.056,0.01,431.33,,457.84
2896,0.01228,,42.6,23.023,0.008,433.16,,459.96
2897,0.01282,,28.41,22.998,0.006,435.49,,462.57
2898,0.01338,,14,22.981,0.003,438.2,,465.54
2899,0.01396,,359.4,22.974,-0,441.1,,468.67
2900,0.01455,,344.62,22.975,-0.004,443.99,,471.72
2901,0.01516,,329.7,22.985,-0.008,446.6,,474.45
2902,0.01577,,314.65,23.004,-0.011,448.71,,476.59
2903,0.01639,,299.48,23.03,-0.014,450.08,,477.89
2904,0.01702,,284.23,23.064,-0.016,450.54,,478.18
2905,0.01765,,268.9,23.105,-0.018,449.98,,477.36
2906,0.01828,,253.51,23.151,-0.018,448.37,,475.39
2907,0.01892,,238.07,23.202,-0.016,445.81,,472.38
2908,0.01956,,222.59,23.257,-0.013,442.45,,468.52
2909,0.0202,,207.07,23.314,-0.009,438.55,,464.07
2910,0.02084,,191.53,23.373,-0.004,434.44,,459.41
2911,0.02148,,175.97,23.431,0.002,430.47,,454.89
2912,0.02212,,160.4,23.488,0.007,427.01,,450.93
2913,0.02276,,144.81,23.542,0.013,424.4,,447.89
2914,0.0234,,129.21,23.593,0.018,422.94,,446.08
2915,0.02404,,113.61,23.638,0.022,422.83,,445.73
2916,0.02468,,97.99,23.677,0.024,424.22,,446.98
2917,0.02533,,82.36,23.709,0.025,427.1,,449.85
2918,0.02597,,66.72,23.733,0.024,431.39,,454.24
2919,0.02661,,51.07,23.747,0.021,436.85,,459.9
2920,0.02725,,35.39,23.753,0.016,443.15,,466.51
2921,0.0279,,19.7,23.748,0.009,449.85,,473.59
2922,0.02854,,3.97,23.733,0.002,456.45,,480.63
2923,0.02918,,348.22,23.707,-0.006,462.4,,487.03
2924,0.02982,,332.44,23.672,-0.014,467.16,,492.26
2925,0.03046,,316.61,23.626,-0.021,470.24,,495.77
2926,0.0311,,300.74,23.572,-0.027,471.28,,497.19
2927,0.03173,,284.82,23.51,-0.031,470.03,,496.23
2928,0.03237,,268.85,23.44,-0.032,466.45,,492.86
2929,0.033,,252.83,23.365,-0.032,460.71,,487.23
2930,0.03362,,236.75,23.287,-0.028,453.15,,479.68
2931,0.03424,,220.6,23.206,-0.022,444.28,,470.74
2932,0.03485,,204.4,23.126,-0.014,434.76,,461.11
2933,0.03546,,188.13,23.047,-0.005,425.3,,451.49
2934,0.03605,,171.8,22.972,0.005,416.63,,442.67
2935,0.03664,,155.41,22.904,0.015,409.42,,435.36
2936,0.03721,,138.96,22.845,0.024,404.25,,430.18
2937,0.03777,,122.47,22.795,0.032,401.57,,427.57
2938,0.03831,,105.93,22.758,0.037,401.64,,427.84
2939,0.03884,,89.35,22.734,0.039,404.52,,431.03
2940,0.03936,,72.73,22.724,0.038,410.07,,436.99
2941,0.03985,,56.1,22.73,0.033,417.94,,445.35
2942,0.04032,,39.45,22.751,0.026,427.58,,455.5
2943,0.04077,,22.79,22.788,0.016,438.25,,466.67
2944,0.04119,,6.14,22.84,0.004,449.09,,477.92
2945,0.04159,,349.5,22.905,-0.008,459.19,,488.29
2946,0.04197,,332.88,22.982,-0.019,467.67,,496.85
2947,0.04231,,316.28,23.07,-0.029,473.78,,502.82
2948,0.04262,,299.71,23.165,-0.037,476.98,,505.63
2949,0.04291,,283.19,23.267,-0.042,477,,505.06
2950,0.04316,,266.7,23.371,-0.043,473.9,,501.14
2951,0.04337,,250.25,23.477,-0.041,468.02,,494.31
2952,0.04355,,233.85,23.579,-0.035,459.98,,485.22
2953,0.04369,,217.49,23.677,-0.027,450.58,,474.75
2954,0.0438,,201.17,23.768,-0.016,440.69,,463.83
2955,0.04387,,184.9,23.849,-0.004,431.22,,453.44
2956,0.04389,,168.65,23.918,0.009,423,,444.42
2957,0.04388,,152.44,23.973,0.02,416.7,,437.51
2958,0.04383,,136.26,24.014,0.03,412.83,,433.24
2959,0.04374,,120.1,24.039,0.038,411.69,,431.92
2960,0.0436,,103.96,24.047,0.042,413.36,,433.63
2961,0.04342,,87.83,24.039,0.043,417.7,,438.23
2962,0.04321,,71.7,24.014,0.041,424.35,,445.34
2963,0.04295,,55.58,23.973,0.035,432.77,,454.4
2964,0.04265,,39.46,23.917,0.027,442.26,,464.67
2965,0.04231,,23.34,23.847,0.017,451.99,,475.29
2966,0.04193,,7.21,23.765,0.005,461.12,,485.35
2967,0.04151,,351.07,23.674,-0.006,468.81,,493.98
2968,0.04105,,334.92,23.575,-0.017,474.34,,500.4
2969,0.04056,,318.76,23.47,-0.027,477.21,,504.05
2970,0.04004,,302.59,23.363,-0.034,477.13,,504.61
